Source,Target,Year,Book,Lot
Thorn Drury,Pforzheimer,1919,MS.2k,2396
Thorn Drury,Pforzheimer,1932,MS.2l,2396
Thorn Drury,Pforzheimer,1932,MS.2m,2396
Thorn Drury,Pforzheimer,1932,MS.2n,2396
Thorn Drury,Pforzheimer,1936,MS.2o,2396
Thorn Drury,Pforzheimer,1932|2396,MS.2p,
Thorn Drury,Pforzheimer,1932,MS.2q,2396
Thorn Drury,Pforzheimer,1932,MS.2r,2396
Thorn Drury,Pforzheimer,1932,MS.2s,2396
Thorn Drury,Pforzheimer,1932,MS.2t,2396
Thorn Drury,Pforzheimer,1932,MS.2u,2396
Thorn Drury,Pforzheimer,1932,MS.2v,2396
Thorn Drury,Pforzheimer,1932,MS.2w,2396
Thorn Drury,Pforzheimer,1932,MS.2x,2396
Thorn Drury,Pforzheimer,1932,MS.2y,2396
Thorn Drury,Pforzheimer,1932,MS.2z,2396
Alfred Morrison,Pforzheimer,1919,MS.35A,2824
Alfred Morrison,Pforzheimer,1919,MS.35D,2820
Alfred Morrison,Pforzheimer,1919,MS.35E,2822
Alfred Morrison,Pforzheimer,1919,MS.35F,2822
Alfred Morrison,Pforzheimer,1919,MS.35G,2822
Alfred Morrison,Pforzheimer,1919,MS.35H,2822
Alfred Morrison,Pforzheimer,1919,MS.35I,2822
Alfred Morrison,Pforzheimer,1919,MS.35M,2701
Alfred Morrison,Pforzheimer,1919,MS.35N,3028
Alfred Morrison,Pforzheimer,1919,MS.35O,2702
Alfred Morrison,Pforzheimer,1919,MS.35P,2702
Pepys Papers,Pforzheimer,,MS.35Q,
Alfred Morrison,Pforzheimer,1919,MS.35Q,2702
Shakespeare Library,Pforzheimer,1918,MS.39,257
Hudson Gurney,Pforzheimer,1936,MS. 40A,140
Alfred Morrison,Pforzheimer,1919,MS.41a,3028
Alfred Morrison,Pforzheimer,1919,MS.41b,3028
Alfred Morrison,Pforzheimer,1919,MS.41c,3028
Alfred Morrison,Pforzheimer,1919,MS 108,
Alfred Morrison,Pforzheimer,1919,MS 112,3057
Jones,Pforzheimer,1919,344,1167
