Source,Target,Label
tales,Thomas More,DIMEV 6703
friars,Thomas More,DIMEV 6703
friends,John Lydgate,DIMEV 3034
friends,John Grimestone,DIMEV 6525
translations,John Grimestone,DIMEV 6525
money,John Grimestone,DIMEV 6525
proverbs,John Grimestone,DIMEV 6525
prayers,John Lydgate,DIMEV 865
Gabriel,John Lydgate,DIMEV 865
gallants,William Dunbar,DIMEV 3692
satire,William Dunbar,DIMEV 3692
jousts,William Dunbar,DIMEV 3692
tournaments,William Dunbar,DIMEV 3692
satire,John Skelton,DIMEV 4520
gallants,John Skelton,DIMEV 4520
Garter,Thomas Hoccleve,DIMEV 6826
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 725
gentillesse,Geoffrey Chaucer,DIMEV 725
marvels,Geoffrey Chaucer,DIMEV 725
love,Geoffrey Chaucer,DIMEV 725
gentleman,Geoffrey Chaucer,DIMEV 5277
George,John Lydgate,DIMEV 4108
Gerelaus,Thomas Hoccleve,DIMEV 2621
prologues,John Trevisa,DIMEV 26
Glanville,John Trevisa,DIMEV 26
Gloria mundi est,John Grimestone,DIMEV 567
transitoriness,John Grimestone,DIMEV 567
prognostications,Bernardus Sylvestris,DIMEV 199
journeys,Bernardus Sylvestris,DIMEV 199
glosses,Bernardus Sylvestris,DIMEV 199
translations,Bernardus Sylvestris,DIMEV 199
precepts,Bernardus Sylvestris,DIMEV 838
journeys,Bernardus Sylvestris,DIMEV 838
prognostications,Bernardus Sylvestris,DIMEV 838
glosses,Bernardus Sylvestris,DIMEV 838
translations,Bernardus Sylvestris,DIMEV 838
precepts,Bernardus Sylvestris,DIMEV 840
journeys,Bernardus Sylvestris,DIMEV 840
prognostications,Bernardus Sylvestris,DIMEV 840
glosses,Bernardus Sylvestris,DIMEV 840
translations,Bernardus Sylvestris,DIMEV 840
prognostications,Bernardus Sylvestris,DIMEV 1430
journeys,Bernardus Sylvestris,DIMEV 1430
glosses,Bernardus Sylvestris,DIMEV 1430
translations,Bernardus Sylvestris,DIMEV 1430
prognostications,Bernardus Sylvestris,DIMEV 2367
journeys,Bernardus Sylvestris,DIMEV 2367
glosses,Bernardus Sylvestris,DIMEV 2367
translations,Bernardus Sylvestris,DIMEV 2367
prognostications,Bernardus Sylvestris,DIMEV 2391
medicine,Bernardus Sylvestris,DIMEV 2391
glosses,Bernardus Sylvestris,DIMEV 2391
translations,Bernardus Sylvestris,DIMEV 2391
prognostications,Bernardus Sylvestris,DIMEV 4222
medicine,Bernardus Sylvestris,DIMEV 4222
glosses,Bernardus Sylvestris,DIMEV 4222
translations,Bernardus Sylvestris,DIMEV 4222
prognostications,Bernardus Sylvestris,DIMEV 4223
medicine,Bernardus Sylvestris,DIMEV 4223
glosses,Bernardus Sylvestris,DIMEV 4223
translations,Bernardus Sylvestris,DIMEV 4223
precepts,Bernardus Sylvestris,DIMEV 4382
wealth,Bernardus Sylvestris,DIMEV 4382
glosses,Bernardus Sylvestris,DIMEV 4382
translations,Bernardus Sylvestris,DIMEV 4382
prognostications,Bernardus Sylvestris,DIMEV 4524
journeys,Bernardus Sylvestris,DIMEV 4524
glosses,Bernardus Sylvestris,DIMEV 4524
translations,Bernardus Sylvestris,DIMEV 4524
prognostications,Bernardus Sylvestris,DIMEV 4839
medicine,Bernardus Sylvestris,DIMEV 4839
glosses,Bernardus Sylvestris,DIMEV 4839
translations,Bernardus Sylvestris,DIMEV 4839
prognostications,Bernardus Sylvestris,DIMEV 5520
journeys,Bernardus Sylvestris,DIMEV 5520
glosses,Bernardus Sylvestris,DIMEV 5520
translations,Bernardus Sylvestris,DIMEV 5520
prognostications,Bernardus Sylvestris,DIMEV 5723
journeys,Bernardus Sylvestris,DIMEV 5723
glosses,Bernardus Sylvestris,DIMEV 5723
translations,Bernardus Sylvestris,DIMEV 5723
precepts,Bernardus Sylvestris,DIMEV 5867
wealth,Bernardus Sylvestris,DIMEV 5867
glosses,Bernardus Sylvestris,DIMEV 5867
translations,Bernardus Sylvestris,DIMEV 5867
prognostications,Bernardus Sylvestris,DIMEV 5894
journeys,Bernardus Sylvestris,DIMEV 5894
glosses,Bernardus Sylvestris,DIMEV 5894
translations,Bernardus Sylvestris,DIMEV 5894
prognostications,Bernardus Sylvestris,DIMEV 6017
medicine,Bernardus Sylvestris,DIMEV 6017
glosses,Bernardus Sylvestris,DIMEV 6017
translations,Bernardus Sylvestris,DIMEV 6017
prognostications,Bernardus Sylvestris,DIMEV 6030
journeys,Bernardus Sylvestris,DIMEV 6030
glosses,Bernardus Sylvestris,DIMEV 6030
translations,Bernardus Sylvestris,DIMEV 6030
mercy,John Lydgate,DIMEV 325
God,John Lydgate,DIMEV 325
God,John Grimestone,DIMEV 386
God,John Lydgate,DIMEV 1552
prayers,John Grimestone,DIMEV 3630
God,John Grimestone,DIMEV 3630
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 3970
links,Geoffrey Chaucer,DIMEV 3970
God,Geoffrey Chaucer,DIMEV 3970
Virgin Mary,Geoffrey Chaucer,DIMEV 3970
God,John Lydgate,DIMEV 5119
Godric,Reginald,DIMEV 980
prayers,Reginald,DIMEV 980
songs,Reginald,DIMEV 980
translations,Thomas Hoccleve,DIMEV 2164
grace,Thomas Hoccleve,DIMEV 2164
letters,Thomas Hoccleve,DIMEV 2164
grace,John Grimestone,DIMEV 3371
grace,Saint Anselm of Canterbury,DIMEV 3371
translations,John Grimestone,DIMEV 3371
translations,Saint Anselm of Canterbury,DIMEV 3371
translations,John Grimestone,DIMEV 6035
greed,John Grimestone,DIMEV 6035
Gregory,John Audelay,DIMEV 6120
historical poems,Laurence Minot,DIMEV 6223
Guines,Laurence Minot,DIMEV 6223
romances,John Lydgate,DIMEV 1464
Guy of Warwick,John Lydgate,DIMEV 1464
Halidon Hill,Laurence Minot,DIMEV 6067
heaven,John Midwinter,DIMEV 3359
instruction,John Midwinter,DIMEV 3359
translations,John Grimestone,DIMEV 4386
heaven,John Grimestone,DIMEV 4386
hell,John Grimestone,DIMEV 4328
Rouen,John Page,DIMEV 1601
Henry V,John Page,DIMEV 1601
Henry V,Thomas Hoccleve,DIMEV 5357
virelais,Thomas Hoccleve,DIMEV 5357
Henry V,Thomas Hoccleve,DIMEV 6045
Henry V,Thomas Hoccleve,DIMEV 6142
Henry VI,John Audelay,DIMEV 1351
political poems,John Audelay,DIMEV 1351
Henry VI,John Lydgate,DIMEV 3841
occasional verse,John Lydgate,DIMEV 3841
Henry VI,James Ryman,DIMEV 3922
roundels,John Lydgate,DIMEV 4458
Henry VI,John Lydgate,DIMEV 4458
political poems,John Skelton,DIMEV 2999
Henry VIII,John Skelton,DIMEV 2999
James IV,John Skelton,DIMEV 2999
Henry VIII,John Skelton,DIMEV 5455
occasional verse,John Skelton,DIMEV 5455
political poems,John Skelton,DIMEV 5455
sermons,John of Bromyard,DIMEV 751
Passion,John of Bromyard,DIMEV 751
heraldry,John of Bromyard,DIMEV 751
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 6206
links,Geoffrey Chaucer,DIMEV 6206
herbergage,Geoffrey Chaucer,DIMEV 6206
infidelity,Geoffrey Chaucer,DIMEV 6206
pageant verses,John Lydgate,DIMEV 3557
occasional verse,John Lydgate,DIMEV 3557
marriage,John Lydgate,DIMEV 3557
Hertford,John Lydgate,DIMEV 3557
historical poems,Laurence Minot,DIMEV 2334
Spaniards,Laurence Minot,DIMEV 2334
historical poems,Laurence Minot,DIMEV 3520
Sluys,Laurence Minot,DIMEV 3520
historical poems,John Skelton,DIMEV 4456
skeltonics,John Skelton,DIMEV 4456
historical poems,Laurence Minot,DIMEV 4861
Neville’s Cross,Laurence Minot,DIMEV 4861
historical poems,John Barbour,DIMEV 5039
historical poems,Thomas Hoccleve,DIMEV 5366
Oldcastle,Thomas Hoccleve,DIMEV 5366
historical poems,John Lydgate,DIMEV 5731
kings of England,John Lydgate,DIMEV 5731
Tournay,Laurence Minot,DIMEV 6057
historical poems,Laurence Minot,DIMEV 6057
Humphrey,John Lydgate,DIMEV 5913
Jacqueline of Hainault,John Lydgate,DIMEV 5913
historical verse,John Lydgate,DIMEV 5913
Holy Ghost,William Herebert,DIMEV 1053
Holy Innocents,William Herebert,DIMEV 2015
Holy Innocents,James Ryman,DIMEV 6680
hope,Charles d’Orléans,DIMEV 732
proverbs,William Peeris,DIMEV 1204
hope,William Peeris,DIMEV 1204
hope,William de la Pole,DIMEV 5975
love,William de la Pole,DIMEV 5975
lovers,William de la Pole,DIMEV 5975
human life,William Dunbar,DIMEV 6235
humility,Bernard of Clairvaux,DIMEV 783
translations,Bernard of Clairvaux,DIMEV 783
prologues,Twici,DIMEV 363
hunting,Twici,DIMEV 363
hunting,John Lacy,DIMEV 625
testaments,John Lacy,DIMEV 625
hunting,Juliana Berners,DIMEV 6507
hymns,James Ryman,DIMEV 792
hymns,James Ryman,DIMEV 1004
hymns,James Ryman,DIMEV 1205
hymns,James Ryman,DIMEV 1469
translations,James Ryman,DIMEV 1469
hymns,James Ryman,DIMEV 2044
translations,James Ryman,DIMEV 2044
hymns,William Herebert,DIMEV 2049
hymns,Richard de Caistre,DIMEV 2869
translations,William Herebert,DIMEV 2893
hymns,William Herebert,DIMEV 2893
Katherine of Sinai,Richard Spaldyng,DIMEV 2983
hymns,Richard Spaldyng,DIMEV 2983
hymns,William Herebert,DIMEV 2997
translations,William Herebert,DIMEV 2997
hymns,James Ryman,DIMEV 3876
Trinity,James Ryman,DIMEV 3876
hymns,James Ryman,DIMEV 3878
hymns,James Ryman,DIMEV 3891
Trinity,James Ryman,DIMEV 3891
hymns,James Ryman,DIMEV 3893
Trinity,James Ryman,DIMEV 3893
hymns,James Ryman,DIMEV 3894
Trinity,James Ryman,DIMEV 3894
hymns,James Ryman,DIMEV 3915
Trinity,James Ryman,DIMEV 3915
hymns,James Ryman,DIMEV 3950
hymns,James Ryman,DIMEV 3960
hymns,James Ryman,DIMEV 3961
Virgin Mary,Jevan ap Rydderch ap Jevan Lloyd,DIMEV 3993
odes,Jevan ap Rydderch ap Jevan Lloyd,DIMEV 3993
hymns,Jevan ap Rydderch ap Jevan Lloyd,DIMEV 3993
hymns,James Ryman,DIMEV 4050
hymns,John Lydgate,DIMEV 4518
Passion,John Lydgate,DIMEV 4518
translations,John Lydgate,DIMEV 4518
hymns,John Audelay,DIMEV 4777
hymns,William Herebert,DIMEV 5360
translations,William Herebert,DIMEV 5360
hymns,William Herebert,DIMEV 5829
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 5405
Virgin Mary,Geoffrey Chaucer,DIMEV 5405
Saint Cecilia,Geoffrey Chaucer,DIMEV 5405
Idleness,Geoffrey Chaucer,DIMEV 5405
illustrations,Thomas Hoccleve,DIMEV 2064
translations,Richard Rolle,DIMEV 6513
Passion,Richard Rolle,DIMEV 6513
illustrations,Richard Rolle,DIMEV 6513
Virgin Mary,John Lydgate,DIMEV 797
indulgences,John Lydgate,DIMEV 797
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 6535
marriage,Geoffrey Chaucer,DIMEV 6535
infidelity,Geoffrey Chaucer,DIMEV 6535
Italy,Geoffrey Chaucer,DIMEV 6535
vanity,John Grimestone,DIMEV 778
ingratitude,John Grimestone,DIMEV 778
translations,John Grimestone,DIMEV 778
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 5601
Jews,Geoffrey Chaucer,DIMEV 5601
innocence,Geoffrey Chaucer,DIMEV 5601
Virgin Mary,Geoffrey Chaucer,DIMEV 5601
inscriptions,Athelstan,DIMEV 580
pageants,Thomas More,DIMEV 2109
inscriptions,Thomas More,DIMEV 2109
instruction,John de Gaytryge,DIMEV 671
treatises,Robert of Brunne,DIMEV 1283
instruction,Robert of Brunne,DIMEV 1283
treatises,Edmund Rich Archibishop of Canterbury,DIMEV 1596
instruction,Edmund Rich Archibishop of Canterbury,DIMEV 1596
treatises,William of Shoreham,DIMEV 2517
instruction,William of Shoreham,DIMEV 2517
manners,Peter Idley,DIMEV 2594
precepts,Peter Idley,DIMEV 2594
instruction,Peter Idley,DIMEV 2594
mutability,John Walton,DIMEV 2677
mutability,Boethius,DIMEV 2677
translations,John Walton,DIMEV 2677
translations,Boethius,DIMEV 2677
instruction,John Walton,DIMEV 2677
instruction,Boethius,DIMEV 2677
purgatory,John Midwinter,DIMEV 3385
instruction,John Midwinter,DIMEV 3385
sacraments,William of Shoreham,DIMEV 4999
instruction,William of Shoreham,DIMEV 4999
instruction,Richard Rolle,DIMEV 5398
treatises,Richard Rolle,DIMEV 5398
instruction,Richard Rolle,DIMEV 5399
treatises,Richard Rolle,DIMEV 5399
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 2033
prologues,Geoffrey Chaucer,DIMEV 2033
interuptions,Geoffrey Chaucer,DIMEV 2033
introductions,Wynkyn de Worde,DIMEV 6256
occasional verse,William Dunbar,DIMEV 3649
James IV,William Dunbar,DIMEV 3649
John Stewart,William Dunbar,DIMEV 5855
saints’ lives,John Capgrave,DIMEV 69
Katherine of Alexandria,John Capgrave,DIMEV 69
Katherine of Alexandria,Osbern Bokenam,DIMEV 2982
kings of England,John Lydgate,DIMEV 1472
roundels,Charles d’Orléans,DIMEV 2239
kisses,Charles d’Orléans,DIMEV 2239
roundels,Charles d’Orléans,DIMEV 2372
kisses,Charles d’Orléans,DIMEV 2372
lovers,Charles d’Orléans,DIMEV 2372
romances,Thomas Chestre,DIMEV 930
lais,Thomas Chestre,DIMEV 930
transitoriness,John Grimestone,DIMEV 266
laments,John Grimestone,DIMEV 266
laments,John Grimestone,DIMEV 274
sin,John Grimestone,DIMEV 274
laments,John Skelton,DIMEV 1540
lover’s lament,John Skelton,DIMEV 1540
laments,Henry Baradoun,DIMEV 3579
laments,Thomas Hoccleve,DIMEV 3890
Virgin Mary,Thomas Hoccleve,DIMEV 3890
land,Sir John Fortescue,DIMEV 6640
utilitarian instructions,Sir John Fortescue,DIMEV 6640
law,William Dunbar,DIMEV 929
legends,Henry Medwall,DIMEV 44
Magi,John Lydgate,DIMEV 1419
legends,John Lydgate,DIMEV 1419
legends,Osbern Bokenam,DIMEV 4158
martyrs,Osbern Bokenam,DIMEV 4158
prayers,John Lydgate,DIMEV 4470
Leonard,John Lydgate,DIMEV 4470
letters,"Reynold, lord Grey of Ruthin",DIMEV 914
satire,"Reynold, lord Grey of Ruthin",DIMEV 914
letters,John Pympe,DIMEV 1448
Paston,John Pympe,DIMEV 1448
Pympe,John Pympe,DIMEV 1448
Paston,John Paston I,DIMEV 2273
letters,John Paston I,DIMEV 2273
money,John Paston I,DIMEV 2273
letters,Thomas Hoccleve,DIMEV 2697
letters,William de la Pole,DIMEV 3509
patronage,William de la Pole,DIMEV 3509
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 745
marriage,Geoffrey Chaucer,DIMEV 745
links,Geoffrey Chaucer,DIMEV 745
women,Geoffrey Chaucer,DIMEV 745
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 941
links,Geoffrey Chaucer,DIMEV 941
tale,Geoffrey Chaucer,DIMEV 941
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 3700
links,Geoffrey Chaucer,DIMEV 3700
tale-telling,Geoffrey Chaucer,DIMEV 3700
sentence,Geoffrey Chaucer,DIMEV 3700
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 3929
links,Geoffrey Chaucer,DIMEV 3929
prologues,Geoffrey Chaucer,DIMEV 3929
poverty,Geoffrey Chaucer,DIMEV 3929
tidings,Geoffrey Chaucer,DIMEV 3929
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 4314
pity,Geoffrey Chaucer,DIMEV 4314
links,Geoffrey Chaucer,DIMEV 4314
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 4316
links,Geoffrey Chaucer,DIMEV 4316
Lollardy,Geoffrey Chaucer,DIMEV 4316
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 4860
links,Geoffrey Chaucer,DIMEV 4860
Petrarch,Geoffrey Chaucer,DIMEV 4860
links,Geoffrey Chaucer,DIMEV 4860
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 5024
love,Geoffrey Chaucer,DIMEV 5024
links,Geoffrey Chaucer,DIMEV 5024
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 5802
links,Geoffrey Chaucer,DIMEV 5802
requital,Geoffrey Chaucer,DIMEV 5802
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 6185
links,Geoffrey Chaucer,DIMEV 6185
marriage,Geoffrey Chaucer,DIMEV 6185
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 6295
links,Geoffrey Chaucer,DIMEV 6295
marriage,Geoffrey Chaucer,DIMEV 6295
tragedy,Geoffrey Chaucer,DIMEV 6295
pilgrims/pilgrimage,Geoffrey Chaucer,DIMEV 6427
prologues,Geoffrey Chaucer,DIMEV 6427
links,Geoffrey Chaucer,DIMEV 6427
liturgical texts,John Grimestone,DIMEV 5542
translations,John Grimestone,DIMEV 5542
pageant verses,John Lydgate,DIMEV 3553
London,John Lydgate,DIMEV 3553
pageant verses,John Lydgate,DIMEV 5187
London,John Lydgate,DIMEV 5187
Lord’s Day,John Audelay,DIMEV 3750
Lord’s Prayer,James Ryman,DIMEV 4021
Lord’s Prayer,John Grimestone,DIMEV 4303
Lord’s Prayer,John Lydgate,DIMEV 4308
paraphrases,John Lydgate,DIMEV 4308
Lord’s Prayer,John Audelay,DIMEV 5430
love,Thomas de Hales O.F.M.,DIMEV 104
love,Humfrey Newton,DIMEV 935
Venus,Humfrey Newton,DIMEV 935
roundels,Charles d’Orléans,DIMEV 1364
love,Charles d’Orléans,DIMEV 1364
roundels,Charles d’Orléans,DIMEV 1426
love,Charles d’Orléans,DIMEV 1426
love,John Grimestone,DIMEV 2234
translations,John Grimestone,DIMEV 2234
women,Geoffrey Chaucer,DIMEV 2575
love,Geoffrey Chaucer,DIMEV 2575
roundels,Charles d’Orléans,DIMEV 2724
love,Charles d’Orléans,DIMEV 2724
love,Richard Rolle,DIMEV 2854
scripture,John Grimestone,DIMEV 3181
translations,John Grimestone,DIMEV 3181
love,John Grimestone,DIMEV 3181
love,John Grimestone,DIMEV 3273
love,John Grimestone,DIMEV 3535
women,Sheringham,DIMEV 3663
love,Sheringham,DIMEV 3663
love letters,Humfrey Newton,DIMEV 3670
love,Humfrey Newton,DIMEV 3670
lovers,Humfrey Newton,DIMEV 3670
roundels,Charles d’Orléans,DIMEV 3687
love lyrics,Charles d’Orléans,DIMEV 3687
love,Charles d’Orléans,DIMEV 3687
love,William Dunbar,DIMEV 3724
tales,John Gower,DIMEV 4226
love,John Gower,DIMEV 4226
tales,John Gower,DIMEV 4227
love,John Gower,DIMEV 4227
tales,John Gower,DIMEV 4228
love,John Gower,DIMEV 4228
tales,John Gower,DIMEV 4229
love,John Gower,DIMEV 4229
love,Geoffrey Chaucer,DIMEV 4375
love,Lawrence Breton,DIMEV 5282
sermons,Lawrence Breton,DIMEV 5282
love,John Grimestone,DIMEV 5627
translations,John Grimestone,DIMEV 5627
love,Henry VIII,DIMEV 5885
love,Richard Rolle,DIMEV 5940
love,Charles d’Orléans,DIMEV 6344
love,Charles d’Orléans,DIMEV 6424
love,Humfrey Newton,DIMEV 6485
love,William Dunbar,DIMEV 6587
love,Henry VIII,DIMEV 6630
love,Henry VIII,DIMEV 6631
love,Henry VIII,DIMEV 6766
roundels,Charles d’Orléans,DIMEV 6832
love,Charles d’Orléans,DIMEV 6832
love letters,Margery Brews,DIMEV 522
Paston,Margery Brews,DIMEV 522
love letters,Humfrey Newton,DIMEV 911
love letters,Thomas Hoccleve,DIMEV 1092
love letters,Christine de Pisan,DIMEV 1092
love letters,Humfrey Newton,DIMEV 2247
lovers,Humfrey Newton,DIMEV 2247
love letters,Geoffrey Chaucer,DIMEV 3027
love letters,William de la Pole,DIMEV 3582
lovers,William de la Pole,DIMEV 3582
lover’s pleas,William de la Pole,DIMEV 3582
love letters,Humfrey Newton,DIMEV 3643
lovers,Humfrey Newton,DIMEV 3643
love letters,Humfrey Newton,DIMEV 4114
lovers,William de la Pole,DIMEV 4498
love letters,William de la Pole,DIMEV 4498
lover’s pleas,William de la Pole,DIMEV 4498
love lyrics,Charles d’Orléans,DIMEV 89
roundels,Charles d’Orléans,DIMEV 89
love lyrics,Charles d’Orléans,DIMEV 97
roundels,Charles d’Orléans,DIMEV 97
love lyrics,Charles d’Orléans,DIMEV 135
roundels,Charles d’Orléans,DIMEV 135
lovers,Charles d’Orléans,DIMEV 135
love lyrics,Charles d’Orléans,DIMEV 185
roundels,Charles d’Orléans,DIMEV 185
love lyrics,Charles d’Orléans,DIMEV 241
love lyrics,Charles d’Orléans,DIMEV 249
love lyrics,Humfrey Newton,DIMEV 259
love lyrics,Henry VIII,DIMEV 304
love lyrics,Charles d’Orléans,DIMEV 322
roundels,Charles d’Orléans,DIMEV 322
love lyrics,Charles d’Orléans,DIMEV 444
lovers,Charles d’Orléans,DIMEV 444
roundels,Charles d’Orléans,DIMEV 444
roundels,Charles d’Orléans,DIMEV 769
love lyrics,Charles d’Orléans,DIMEV 769
roundels,Charles d’Orléans,DIMEV 848
love lyrics,Charles d’Orléans,DIMEV 848
love lyrics,Henry VIII,DIMEV 1117
roundels,Charles d’Orléans,DIMEV 1328
love lyrics,Charles d’Orléans,DIMEV 1328
roundels,Charles d’Orléans,DIMEV 1392
love lyrics,Charles d’Orléans,DIMEV 1392
love lyrics,Charles d’Orléans,DIMEV 1450
roundels,Charles d’Orléans,DIMEV 1528
love lyrics,Charles d’Orléans,DIMEV 1528
roundels,Charles d’Orléans,DIMEV 1530
love lyrics,Charles d’Orléans,DIMEV 1530
roundels,Charles d’Orléans,DIMEV 1677
wealth,Charles d’Orléans,DIMEV 1677
love lyrics,Charles d’Orléans,DIMEV 1677
love lyrics,Henry VIII,DIMEV 2375
roundels,Charles d’Orléans,DIMEV 2649
love lyrics,Charles d’Orléans,DIMEV 2649
roundels,Charles d’Orléans,DIMEV 2694
love lyrics,Charles d’Orléans,DIMEV 2694
love lyrics,Henry VIII,DIMEV 3060
love lyrics,William Dunbar,DIMEV 3166
roundels,Charles d’Orléans,DIMEV 3503
love lyrics,Charles d’Orléans,DIMEV 3503
lovers,John Lydgate,DIMEV 3505
love lyrics,John Lydgate,DIMEV 3505
love lyrics,Queen Elizabeth of York,DIMEV 3506
women,Queen Elizabeth of York,DIMEV 3506
roundels,Charles d’Orléans,DIMEV 3508
love lyrics,Charles d’Orléans,DIMEV 3508
roundels,Charles d’Orléans,DIMEV 3633
love lyrics,Charles d’Orléans,DIMEV 3633
lovers,Charles d’Orléans,DIMEV 3633
roundels,Charles d’Orléans,DIMEV 3635
love lyrics,Charles d’Orléans,DIMEV 3635
lovers,Charles d’Orléans,DIMEV 3635
roundels,Charles d’Orléans,DIMEV 3660
love lyrics,Charles d’Orléans,DIMEV 3660
lovers,Charles d’Orléans,DIMEV 3660
roundels,Charles d’Orléans,DIMEV 3661
love lyrics,Charles d’Orléans,DIMEV 3661
lovers,Charles d’Orléans,DIMEV 3661
love lyrics,Robert St. Mary (clerk),DIMEV 3685
roundels,Charles d’Orléans,DIMEV 3704
love lyrics,Charles d’Orléans,DIMEV 3704
lovers,Charles d’Orléans,DIMEV 3704
roundels,Charles d’Orléans,DIMEV 3711
love lyrics,Charles d’Orléans,DIMEV 3711
roundels,Charles d’Orléans,DIMEV 3754
love lyrics,Charles d’Orléans,DIMEV 3754
love lyrics,Charles d’Orléans,DIMEV 3793
roundels,Charles d’Orléans,DIMEV 3793
love lyrics,Charles d’Orléans,DIMEV 3819
roundels,Charles d’Orléans,DIMEV 3885
lovers,Charles d’Orléans,DIMEV 3885
love lyrics,Charles d’Orléans,DIMEV 3885
love lyrics,Charles d’Orléans,DIMEV 3916
roundels,Charles d’Orléans,DIMEV 3916
roundels,Charles d’Orléans,DIMEV 3917
love lyrics,Charles d’Orléans,DIMEV 3917
roundels,Charles d’Orléans,DIMEV 4450
love lyrics,Charles d’Orléans,DIMEV 4450
roundels,Charles d’Orléans,DIMEV 4501
love lyrics,Charles d’Orléans,DIMEV 4501
roundels,Charles d’Orléans,DIMEV 4887
love lyrics,Charles d’Orléans,DIMEV 4887
prison/prisoners,William Dunbar,DIMEV 4902
love lyrics,William Dunbar,DIMEV 4902
lovers,William Dunbar,DIMEV 4902
roundels,Charles d’Orléans,DIMEV 4904
love lyrics,Charles d’Orléans,DIMEV 4904
roundels,Charles d’Orléans,DIMEV 5105
love lyrics,Charles d’Orléans,DIMEV 5105
roundels,Charles d’Orléans,DIMEV 5396
love lyrics,Charles d’Orléans,DIMEV 5396
love lyrics,Henry VIII,DIMEV 5501
roundels,Charles d’Orléans,DIMEV 5846
love lyrics,Charles d’Orléans,DIMEV 5846
love lyrics,Charles d’Orléans,DIMEV 5926
roundels,Charles d’Orléans,DIMEV 6207
love lyrics,Charles d’Orléans,DIMEV 6207
roundels,Charles d’Orléans,DIMEV 6254
love lyrics,Charles d’Orléans,DIMEV 6254
roundels,Charles d’Orléans,DIMEV 6378
love lyrics,Charles d’Orléans,DIMEV 6378
roundels,Charles d’Orléans,DIMEV 6597
love lyrics,Charles d’Orléans,DIMEV 6597
women,John Mersar,DIMEV 297
lovers,John Mersar,DIMEV 297
roundels,Charles d’Orléans,DIMEV 569
lovers,Charles d’Orléans,DIMEV 569
roundels,Charles d’Orléans,DIMEV 578
lovers,Charles d’Orléans,DIMEV 578
roundels,Charles d’Orléans,DIMEV 579
lovers,Charles d’Orléans,DIMEV 579
lovers,Charles d’Orléans,DIMEV 665
roundels,Charles d’Orléans,DIMEV 665
lovers,Charles d’Orléans,DIMEV 711
roundels,Charles d’Orléans,DIMEV 711
roundels,Charles d’Orléans,DIMEV 933
lovers,Charles d’Orléans,DIMEV 933
roundels,Charles d’Orléans,DIMEV 1060
lovers,Charles d’Orléans,DIMEV 1060
lovers,W. Coullicke,DIMEV 1109
lovers,Duke of York,DIMEV 1238
lovers,John Lydgate,DIMEV 1378
roundels,Charles d’Orléans,DIMEV 1409
lovers,Charles d’Orléans,DIMEV 1409
lovers,Humfrey Newton,DIMEV 1421
roundels,Charles d’Orléans,DIMEV 2250
lovers,Charles d’Orléans,DIMEV 2250
roundels,Charles d’Orléans,DIMEV 2384
lovers,Charles d’Orléans,DIMEV 2384
lovers,William Dunbar,DIMEV 2430
roundels,Charles d’Orléans,DIMEV 3163
lovers,Charles d’Orléans,DIMEV 3163
roundels,Charles d’Orléans,DIMEV 3307
lovers,Charles d’Orléans,DIMEV 3307
roundels,Charles d’Orléans,DIMEV 3313
lovers,Charles d’Orléans,DIMEV 3313
lovers,T. Roos,DIMEV 3316
lover’s pleas,T. Roos,DIMEV 3316
women,Geoffrey Chaucer,DIMEV 3317
lovers,Geoffrey Chaucer,DIMEV 3317
lover’s pleas,Geoffrey Chaucer,DIMEV 3317
lovers,John Skelton,DIMEV 3528
lovers,Charles d’Orléans,DIMEV 3546
roundels,Charles d’Orléans,DIMEV 3548
lovers,Charles d’Orléans,DIMEV 3548
roundels,Charles d’Orléans,DIMEV 3612
lovers,Charles d’Orléans,DIMEV 3612
lovers,William Dunbar,DIMEV 3614
lovers,Stephen Hawes,DIMEV 3743
roundels,Charles d’Orléans,DIMEV 3884
lovers,Charles d’Orléans,DIMEV 3884
roundels,Charles d’Orléans,DIMEV 3887
lovers,Charles d’Orléans,DIMEV 3887
lovers,Charles d’Orléans,DIMEV 3926
roundels,Charles d’Orléans,DIMEV 3926
lovers,Stephen Hawes,DIMEV 4017
lovers,Thomas Hoccleve,DIMEV 4193
roundels,Thomas Hoccleve,DIMEV 4193
lovers,John Skelton,DIMEV 4374
roundels,Charles d’Orléans,DIMEV 4931
